Filename,MinX,MinY,MinZ,MaxX,MaxY,MaxZ,Width,Height,Depth
Buildings\Floor Corner Diagona.glb,-1.0,0.0,-1.0,1.0,0.0999999940395355,1.0,2.0,0.0999999940395355,2.0
Buildings\Floor Corner Round.glb,-1.0,0.0,-1.0,1.0,0.0999999940395355,1.0,2.0,0.0999999940395355,2.0
Buildings\Floor Half.glb,-0.5,0.0,-1.0,0.5,0.0999999940395355,1.0,1.0,0.0999999940395355,2.0
Buildings\Floor Quarter.glb,-0.5,0.0,-1.0,0.5,0.0999999940395355,0.0,1.0,0.0999999940395355,1.0
Buildings\Floor.glb,-1.0,0.0,-1.0,1.0,0.0999999940395355,1.0,2.0,0.0999999940395355,2.0
Buildings\Grey Door.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Buildings\Gutter Vertical Bottom.glb,-0.0999999940395355,-0.300000011920929,-0.199999988079071,0.0999999940395355,0.0,0.100000008940697,0.199999988079071,0.300000011920929,0.299999997019768
Buildings\Gutter Vertical Short.glb,-0.154119595885277,0.0,-0.154119595885277,0.154119595885277,1.0,0.154119595885277,0.308239191770554,1.0,0.308239191770554
Buildings\Gutter Vertical Top.glb,-0.0999999940395355,0.0,-0.100000008940697,0.0999999940395355,0.300000011920929,0.199999988079071,0.199999988079071,0.300000011920929,0.299999997019768
Buildings\Gutter Vertical Wall.glb,-0.154119595885277,0.0,-0.154119595885277,0.154119595885277,2.40000009536743,0.154119595885277,0.308239191770554,2.40000009536743,0.308239191770554
Buildings\Gutter Vertical.glb,-0.154119595885277,0.0,-0.154119595885277,0.154119595885277,2.0,0.154119595885277,0.308239191770554,2.0,0.308239191770554
Buildings\Modern door.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Buildings\Red door.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Buildings\Roof Flat Center.glb,-1.0,0.0,-1.0,1.0,0.0999999940395355,1.0,2.0,0.0999999940395355,2.0
Buildings\Roof Flat Corner Inn.glb,-1.0,0.0,-1.0,1.19999992847443,0.5,1.19999992847443,2.19999992847443,0.5,2.19999992847443
Buildings\Roof Flat Corner.glb,-1.0,-2.70716769788511e-15,-1.0,1.20000004768372,0.399999976158142,1.20000004768372,2.2000000476837203,0.3999999761581447,2.2000000476837203
Buildings\Roof Flat Patch Larg.glb,-0.799999952316284,0.0,-0.799999952316284,0.799999952316284,0.0499999970197678,0.799999952316284,1.599999904632568,0.0499999970197678,1.599999904632568
Buildings\Roof Flat Patch.glb,-0.550000011920929,0.0,-0.550000011920929,0.550000011920929,0.0499999970197678,0.550000011920929,1.100000023841858,0.0499999970197678,1.100000023841858
Buildings\Roof Flat Side.glb,-1.0,0.0,-1.0,1.19999992847443,0.399999976158142,1.0,2.19999992847443,0.399999976158142,2.0
Buildings\Roof Flat Square.glb,-1.1972576379776,0.0,-1.1972576379776,1.1972576379776,0.399999976158142,1.1972576379776,2.3945152759552,0.399999976158142,2.3945152759552
Buildings\Rounded Door.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Buildings\Stairs Center Short.glb,-0.649999976158142,3.15836245537145e-16,-2.0,0.649999976158142,1.29999995231628,0.0,1.299999952316284,1.2999999523162797,2.0
Buildings\Stairs Center.glb,-0.649999976158142,3.15836245537145e-16,-2.0,0.649999976158142,2.5,2.0,1.299999952316284,2.4999999999999996,4.0
Buildings\Stairs Closed Short.glb,-0.649999976158142,2.85756596802707e-16,-2.0,0.649999976158142,1.29999995231628,1.49011611938477e-08,1.299999952316284,1.2999999523162797,2.000000014901161
Buildings\Stairs Closed.glb,-0.649999976158142,3.60955705403911e-16,-2.0,0.649999976158142,2.5,2.0,1.299999952316284,2.4999999999999996,4.0
Buildings\Stairs Open Short.glb,-0.649999976158142,0.0,-2.0,0.649999976158142,1.29999995231628,0.0,1.299999952316284,1.29999995231628,2.0
Buildings\Stairs Open.glb,-0.649999976158142,0.0,-2.0,0.649999976158142,2.5,2.0,1.299999952316284,2.5,4.0
Buildings\Stairs Sides Short.glb,-0.649999976158142,0.0,-2.0,0.649999976158142,1.34999978542328,2.0,1.299999952316284,1.34999978542328,4.0
Buildings\Stairs Sides.glb,-0.649999976158142,0.0,-2.0,0.649999976158142,2.54999995231628,4.0,1.299999952316284,2.54999995231628,6.0
Buildings\Wall Corner Column B.glb,-1.0,0.0,-1.0,1.125,2.40000009536743,1.125,2.125,2.40000009536743,2.125
Buildings\Wall Corner Column S-GBiijLHg1l.glb,2.16573407360479e-15,0.0,-8.66293629441916e-15,1.125,2.40000009536743,1.125,1.1249999999999978,2.40000009536743,1.1250000000000087
Buildings\Wall Corner Column S.glb,2.16573407360479e-15,0.0,-8.66293629441916e-15,1.07499992847443,2.40000009536743,1.07774233818054,1.0749999284744278,2.40000009536743,1.0777423381805487
Buildings\Wall Corner Column.glb,-1.0,0.0,-1.0,1.07499992847443,2.40000009536743,1.07499992847443,2.07499992847443,2.40000009536743,2.07499992847443
Buildings\Wall Corner Diagonal.glb,-1.0,0.0,-1.0,1.0,2.40000009536743,1.0,2.0,2.40000009536743,2.0
Buildings\Wall Corner Round.glb,-1.0,0.0,-1.0,1.0,2.40000009536743,1.0,2.0,2.40000009536743,2.0
Buildings\Wall Corner.glb,-1.0,0.0,-1.0,1.0,2.40000009536743,1.0,2.0,2.40000009536743,2.0
Buildings\Wall Doorway Round.glb,-0.0999999940395355,0.0,-1.0,0.0999999940395355,2.40000009536743,1.0,0.199999988079071,2.40000009536743,2.0
Buildings\Wall Doorway Square.glb,-0.100000061094761,-7.21911442571558e-15,-1.00000011920929,0.100000090897083,2.40000009536743,1.00000011920929,0.200000151991844,2.400000095367437,2.00000023841858
Buildings\Wall Doorway Wide Ro.glb,-0.0999999940395355,0.0,-2.0,0.0999999940395355,2.40000009536743,2.0,0.199999988079071,2.40000009536743,4.0
Buildings\Wall Doorway Wide.glb,-0.100000195205212,-6.85815853502321e-15,-2.00000023841858,0.100000195205212,2.40000009536743,2.00000023841858,0.200000390410424,2.4000000953674365,4.00000047683716
Buildings\Wall Half.glb,-0.0500000193715096,0.0,-0.5,0.0500000193715096,2.40000009536743,0.5,0.1000000387430192,2.40000009536743,1.0
Buildings\Wall Low.glb,-0.0500000193715096,0.0,-1.0,0.0499999970197678,1.20000004768372,1.0,0.1000000163912774,1.20000004768372,2.0
Buildings\Wall Window Round De.glb,-0.0999999940395355,0.0,-1.0,0.0999999940395355,2.40000009536743,1.0,0.199999988079071,2.40000009536743,2.0
Buildings\Wall Window Round.glb,-0.0999999940395355,0.0,-1.0,0.0999999940395355,2.40000009536743,1.0,0.199999988079071,2.40000009536743,2.0
Buildings\Wall Window Square D.glb,-0.0999999940395355,0.0,-1.0,0.0999999940395355,2.40000009536743,1.0,0.199999988079071,2.40000009536743,2.0
Buildings\Wall Window Square.glb,-0.0999999940395355,0.0,-1.0,0.0999999940395355,2.40000009536743,1.0,0.199999988079071,2.40000009536743,2.0
Buildings\Wall Window Wide Rou.glb,-0.100000016391277,0.0,-2.0,0.0999999791383743,2.40000009536743,2.0,0.1999999955296513,2.40000009536743,4.0
Buildings\Wall Window Wide-VXybmU43Jk.glb,-0.100000016391277,0.0,-2.0,0.0999999791383743,2.40000009536743,2.0,0.1999999955296513,2.40000009536743,4.0
Buildings\Wall Window Wide-yRpmaYy3Wq.glb,-0.0999999940395355,0.0,-2.0,0.0999999940395355,2.40000009536743,2.0,0.199999988079071,2.40000009536743,4.0
Buildings\Wall Window Wide.glb,-0.0999999940395355,0.0,-2.0,0.0999999940395355,2.40000009536743,2.0,0.199999988079071,2.40000009536743,4.0
Buildings\Wall.glb,-0.0500000193715096,0.0,-1.0,0.0500000193715096,2.40000009536743,1.0,0.1000000387430192,2.40000009536743,2.0
Buildings\White door.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Buildings\Wooden Door Rounded.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Buildings\Wooden Door.glb,-0.125,-0.0249999985098839,-0.125,0.125,2.09999990463257,0.899999976158142,0.25,2.124999903142454,1.024999976158142
Characters\Adventurer.glb,-0.00840155966579914,-0.00561309978365898,-0.00736249424517155,0.00840155966579914,0.00316162407398224,0.0185594093054533,0.01680311933159828,0.00877472385764122,0.02592190355062485
Characters\Animated Woman-nIItLV9nxS.glb,-0.00824622623622417,-0.0025547300465405,1.05810186141753e-05,0.00824622623622417,0.00116972543764859,0.0184355806559324,0.01649245247244834,0.00372445548418909,0.018424999637318223
Characters\Animated Woman-qJ2gsTUBHL.glb,-0.00825057458132505,-0.00270812772214413,-8.5669344116468e-05,0.00825057458132505,0.000994629692286253,0.0184347443282604,0.0165011491626501,0.003702757414430383,0.01852041367237687
Characters\Animated Woman.glb,-0.00534422975033522,-0.0240912511944771,-0.000166340003488585,0.00449454970657825,0.0240912511944771,0.052852850407362,0.009838779456913471,0.0481825023889542,0.053019190410850583
Characters\Apatosaurus.glb,-0.0280658807605505,-0.220898032188416,-0.0193650238215923,0.0280658770352602,0.276475816965103,0.0974194705486298,0.0561317577958107,0.497373849153519,0.1167844943702221
Characters\Characters Matt.glb,-0.0100421691313386,-0.00692164385691285,-0.000398830248741433,0.0100421691313386,0.0041229403577745,0.0150264566764235,0.0200843382626772,0.011044584214687351,0.015425286925164932
Characters\Characters Pug.glb,-0.00208812300115824,-0.00671654753386974,7.38617745810188e-05,0.00226715789176524,0.00389796518720686,0.0076469024643302,0.0043552808929234795,0.0106145127210766,0.007573040689749181
Characters\Characters Sam.glb,-0.0102144088596106,-0.0103675927966833,-0.000437642331235111,0.0102144088596106,0.00392611417919397,0.0152523200958967,0.0204288177192212,0.01429370697587727,0.01568996242713181
Characters\Characters Shaun.glb,-0.0100536625832319,-0.0104235047474504,-0.00102810480166227,0.0100536625832319,0.00598196731880307,0.0152914104983211,0.0201073251664638,0.016405472066253472,0.01631951529998337
Characters\Frog.glb,-0.0175076313316822,-0.0172148980200291,-0.00063727906672284,0.0175076313316822,0.0149007625877857,0.014376463368535,0.0350152626633644,0.0321156606078148,0.01501374243525784
Characters\Man.glb,-0.025985823944211,-0.00543381599709392,3.35931545123458e-05,0.025985823944211,0.00399399129673839,0.0484461113810539,0.051971647888422,0.009427807293832309,0.04841251822654155
Characters\Parasaurolophus.glb,-0.00975173711776733,-0.0469512529671192,-9.42985716392286e-05,0.00975173711776733,0.0778600499033928,0.0597004219889641,0.01950347423553466,0.12481130287051201,0.05979472056060333
Characters\Rat.glb,-0.00742916762828827,-0.0206904001533985,-0.000469648744910955,0.00742916762828827,0.0490706115961075,0.0224460065364838,0.01485833525657654,0.069761011749506,0.022915655281394755
Characters\Snake.glb,-0.00526758376508951,-0.0160933043807745,-0.000299656763672829,0.00526758376508951,0.0127046201378107,0.0300601944327354,0.01053516753017902,0.0287979245185852,0.03035985119640823
Characters\Spider.glb,-0.0296839270740747,-0.0270216725766659,-6.50405854685232e-06,0.0296839270740747,0.0256752502173185,0.0194859467446804,0.0593678541481494,0.0526969227939844,0.019492450803227254
Characters\Stegosaurus.glb,-0.023531898856163,-0.0767609030008316,-0.001062270719558,0.0235318969935179,0.153774037957191,0.105101332068443,0.0470637958496809,0.2305349409580226,0.10616360278800101
Characters\T-Rex.glb,-0.0397683754563332,-0.144278272986412,-3.81016725441441e-05,0.0397683642804623,0.166017487645149,0.152211874723434,0.07953673973679551,0.310295760631561,0.15224997639597815
Characters\Triceratops.glb,-0.0568734593689442,-0.0180000085383654,-0.0562030747532845,0.00972630269825459,0.0180000085383654,0.0694293975830078,0.0665997620671988,0.0360000170767308,0.1256324723362923
Characters\Velociraptor.glb,-0.00374467787332833,-0.0146733447909355,-0.000150244901305996,0.00374467787332833,0.0230501126497984,0.015516759827733,0.00748935574665666,0.0377234574407339,0.015667004729038998
Characters\Wasp.glb,-0.0126033555716276,-0.0119357127696276,0.00211453624069691,0.0235983524471521,0.0119357081130147,0.0399174988269806,0.0362017080187797,0.0238714208826423,0.03780296258628369
City_Pack\Air conditioner.glb,-43.46000671386719,-0.00019299999985378236,-105.23095703125,44.33930587768555,138.11419677734375,105.23095703125,87.79931259155273,138.1143897773436,210.4619140625
City_Pack\ATM.glb,-0.00230931327678263,-0.0024570703972131,-0.00260670040734112,0.00230931327678263,0.00230931327678263,0.00878771208226681,0.00461862655356526,0.00476638367399573,0.01139441248960793
City_Pack\Bench.glb,-1.2431739568710327,-0.86858731508255,-0.6542761921882629,1.2676630020141602,0.7520424723625183,0.5711181163787842,2.510836958885193,1.6206297874450684,1.2253943085670471
City_Pack\Bicycle.glb,-1.8039259910583496,-0.0022990000434219837,-0.6215130090713501,1.8092830181121826,2.108738899230957,0.6215130090713501,3.6132090091705322,2.111037899274379,1.2430260181427002
City_Pack\Big Building.glb,-0.0235259868204594,-0.0219530835747719,-0.000133867259137332,0.0235259868204594,0.0219530835747719,0.0566398240625858,0.0470519736409188,0.0439061671495438,0.056773691321723135
City_Pack\Billboard.glb,-192.05911254882812,-15.0,-390.0,50.0,655.0,210.0,242.05911254882812,670.0,600.0
City_Pack\Box.glb,-0.00100000016391277,-4.3014949935305e-10,-0.00100000062957406,0.00100000016391277,0.00176401133649051,0.00103076989762485,0.00200000032782554,0.0017640117666400093,0.00203077052719891
City_Pack\Brown Building.glb,-0.0113923475146294,-0.0111431740224361,-0.0100164711475372,0.0113923475146294,0.0108746262267232,0.0308155864477158,0.0227846950292588,0.0220178002491593,0.040832057595253005
City_Pack\Building Green.glb,-0.0199273303151131,-0.0029635529499501,-0.0279611703008413,0.0203392636030912,0.0193610619753599,0.0299637019634247,0.040266593918204294,0.02232461492531,0.057924872264266
City_Pack\Building Red Corner.glb,-0.011999998241663,-0.0121913207694888,-0.0253061018884182,0.0101384175941348,0.0101384175941348,0.0324460379779339,0.0221384158357978,0.022329738363623598,0.057752139866352095
City_Pack\Building Red.glb,-0.0199273303151131,-0.0029635529499501,-0.0279611703008413,0.0203392636030912,0.0193610619753599,0.0299637019634247,0.040266593918204294,0.02232461492531,0.057924872264266
City_Pack\Bus stop sign.glb,-0.0306006204336882,-0.00466414401307702,-0.00268264533951879,0.00942882895469666,0.00466414401307702,0.239638164639473,0.04002944938838486,0.00932828802615404,0.24232080997899177
City_Pack\Bus Stop.glb,-18.72686004638672,-18.323226928710938,-6.969592094421387,19.57882308959961,8.876015663146973,17.7950439453125,38.30568313598633,27.19924259185791,24.764636039733887
City_Pack\Bus.glb,-25.03032112121582,-2.9000000722589903e-05,-78.7305679321289,25.03032112121582,48.807029724121094,78.7305679321289,50.06064224243164,48.807058724121816,157.4611358642578
City_Pack\Car-unqqkULtRU.glb,-0.8192239999771118,-0.028342999517917633,-1.6492890119552612,0.8192239999771118,1.117272973060608,1.6603339910507202,1.6384479999542236,1.1456159725785255,3.3096230030059814
City_Pack\Car.glb,-0.9036800265312195,0.006029999814927578,-2.107264995574951,0.9036800265312195,1.182608962059021,2.1134519577026367,1.807360053062439,1.1765789622440934,4.220716953277588
City_Pack\Cone.glb,-0.30000001192092896,-0.02295999974012375,-0.30000001192092896,0.30000001192092896,0.8799909949302673,0.30000001192092896,0.6000000238418579,0.9029509946703911,0.6000000238418579
City_Pack\Debris Papers.glb,-0.0375948175787926,-0.0312565043568611,0.00011879548401339,0.0552194342017174,0.0355462916195393,0.000368330220226198,0.09281425178051,0.0668027959764004,0.000249534736212808
City_Pack\Dumpster.glb,-0.0208327863365412,-0.0110541321337223,-0.000686627114191651,0.0208327863365412,0.0110541423782706,0.0339583270251751,0.0416655726730824,0.0221082745119929,0.03464495413936675
City_Pack\Fence End.glb,-0.012074620462954,-0.00255322922021151,-0.00484846392646432,0.012074620462954,0.00255322875455022,0.00921556539833546,0.024149240925908,0.00510645797476173,0.01406402932479978
City_Pack\Fence Piece.glb,-0.012074620462954,-0.00255322922021151,-0.00484846392646432,0.00800000037997961,0.00255322875455022,0.00921556539833546,0.02007462084293361,0.00510645797476173,0.01406402932479978
City_Pack\Fence.glb,-3.700000047683716,-0.2905389964580536,-0.23790200054645538,3.700000047683716,5.508923053741455,0.23790200054645538,7.400000095367432,5.799462050199509,0.47580400109291077
City_Pack\Fire Exit.glb,-0.0189720932394266,-0.00819618068635464,-0.0105274496600032,0.0191200710833073,-0.000516599102411419,0.0169397629797459,0.0380921643227339,0.0076795815839432215,0.0274672126397491
City_Pack\Fire hydrant.glb,-53.83818054199219,0.0,-62.55789566040039,53.2182502746582,232.617919921875,46.01856231689453,107.05643081665039,232.617919921875,108.57645797729492
City_Pack\Floor Hole.glb,-0.00999999977648258,-0.00999999977648258,-0.00339184608310461,0.00999999977648258,0.00999999977648258,0.0,0.01999999955296516,0.01999999955296516,0.00339184608310461
City_Pack\Flower Pot-Kgt363WkKd.glb,-0.501895546913147,-1.03602850437164,-0.336564511060715,0.529862403869629,0.817556202411652,0.281644731760025,1.0317579507827759,1.853584706783292,0.61820924282074
City_Pack\Flower Pot.glb,-0.43305492401123,-1.35061311721802,-0.436012625694275,0.451690137386322,0.458334386348724,0.41837278008461,0.884745061397552,1.808947503566744,0.854385405778885
City_Pack\Gb Blank.glb,-0.0199273303151131,-0.00277223228476942,-0.0279611703008413,0.0203392636030912,0.0193610619753599,0.0299637019634247,0.040266593918204294,0.02213329426012932,0.057924872264266
City_Pack\Greenhouse.glb,-0.4000000059604645,0.007565999869257212,-0.30000001192092896,0.20000000298023224,0.6233519911766052,0.30000001192092896,0.6000000089406967,0.615785991307348,0.6000000238418579
City_Pack\Mailbox.glb,-0.00279172533191741,-0.00289857806637883,-0.00658079888671637,0.00280056986957788,0.00289857806637883,0.00529213109984994,0.00559229520149529,0.00579715613275766,0.01187292998656631
City_Pack\Manhole Cover.glb,-0.00999999977648258,-0.00999999977648258,0.0,0.00999999977648258,0.00999999977648258,0.000507358286995441,0.01999999955296516,0.01999999955296516,0.000507358286995441
City_Pack\Motorcycle.glb,-21.428998947143555,-2.099999983329326e-05,-64.68347930908203,21.428998947143555,67.17902374267578,62.80489730834961,42.85799789428711,67.17904474267561,127.48837661743164
City_Pack\Pickup Truck.glb,-0.0115608740597963,-0.0269308611750603,-5.93578806729056e-05,0.0115608666092157,0.0248729530721903,0.0184250939637423,0.023121740669012,0.0518038142472506,0.018484451844415207
City_Pack\Pizza Corner.glb,-0.011999998241663,-0.0121913207694888,-0.0253061018884182,0.0101384175941348,0.0101384175941348,0.0324460379779339,0.0221384158357978,0.022329738363623598,0.057752139866352095
City_Pack\Planter & Bushes.glb,-0.0118605839088559,-0.00383605482056737,-0.00027268918347545,0.0118605839088559,0.00383605482056737,0.0109444726258516,0.0237211678177118,0.00767210964113474,0.01121716180932705
City_Pack\Police Car.glb,-0.8888130187988281,-0.01626100018620491,-1.8670380115509033,0.8888130187988281,1.2224889993667603,1.8634519577026367,1.7776260375976562,1.2387499995529652,3.73048996925354
City_Pack\Power Box.glb,-0.00256318738684058,-0.00281123328022659,-0.00264046061784029,0.00256318738684058,0.00254142424091697,0.0144229037687182,0.00512637477368116,0.00535265752114356,0.01706336438655849
City_Pack\RB Blank.glb,-0.0199273303151131,-0.00277223228476942,-0.0279611703008413,0.0203392636030912,0.0193610619753599,0.0299637019634247,0.040266593918204294,0.02213329426012932,0.057924872264266
City_Pack\Road Bits.glb,-0.00999999977648258,-0.00999999977648258,0.0,0.00999999977648258,0.0100000025704503,0.000999999931082129,0.01999999955296516,0.02000000234693288,0.000999999931082129
City_Pack\Rock band poster.glb,-4.9734930992126465,0.01952500082552433,-0.19185799360275269,4.987175941467285,14.928373336791992,-0.11185000091791153,9.960669040679932,14.908848335966468,0.08000799268484116
City_Pack\Roof Exit.glb,-0.0142402276396751,-0.0169821940362453,-0.0142942937090993,0.0141314994543791,0.01690923422575,0.0148295098915696,0.0283717270940542,0.0338914282619953,0.0291238036006689
City_Pack\Sports Car-Gzj704DXdr.glb,-0.0133530981838703,-0.0293931569904089,-0.00448330864310265,0.0133530888706446,0.0271578468382359,0.0185296535491943,0.0267061870545149,0.0565510038286448,0.02301296219229695
City_Pack\Sports Car.glb,-0.9357960224151611,-0.015737999230623245,-2.028563976287842,0.9357950091362,1.1873170137405396,1.8979690074920654,1.871591031551361,1.2030550129711628,3.9265329837799072
City_Pack\Stop sign.glb,-4.501542091369629,0.0,-37.61408615112305,3.505872964859009,230.86331176757812,37.61408615112305,8.007415056228638,230.86331176757812,75.2281723022461
City_Pack\SUV.glb,-1.0555510520935059,-0.01809000037610531,-2.104891061782837,1.0555510520935059,1.5097609758377075,2.1044580936431885,2.1111021041870117,1.5278509762138128,4.209349155426025
City_Pack\Traffic Light.glb,-0.0399647355079651,-0.000146826030686498,-0.00581342726945877,0.0134125733748078,0.046491727232933,0.0134125621989369,0.0533773088827729,0.0466385532636195,0.01922598946839567
